soure,ayeh,word,Tag,Lemma,Root
2,8,وَ,REM,,
2,8,مِنَ,P,مِن,
2,8,ٱل,DET,,
2,8,نَّاسِ,N,نَّاس,نوس
2,8,مَن,REL,مَن,
2,8,يَقُولُ,V,قَالَ,قول
2,8,ءَامَ,V,ءَامَنَ,امن
2,8,نَّا,PRON,,
2,8,بِ,P,,
2,8,ٱللَّهِ,PN,ٱللَّه,اله
2,8,وَ,CONJ,,
2,8,بِ,P,,
2,8,ٱلْ,DET,,
2,8,يَوْمِ,N,يَوْم,يوم
2,8,ٱلْ,DET,,
2,8,ءَاخِرِ,ADJ,ا^خِر,اخر
2,8,وَ,CIRC,,
2,8,مَا,NEG,مَا,
2,8,هُم,PRON,,
2,8,بِ,P,,
2,8,مُؤْمِنِينَ,N,مُؤْمِن,امن
2,9,يُخَٰدِعُ,V,يُخَٰدِعُ,خدع
2,9,ونَ,PRON,,
2,9,ٱللَّهَ,PN,ٱللَّه,اله
2,9,وَ,CONJ,,
2,9,ٱلَّذِينَ,REL,ٱلَّذِى,
2,9,ءَامَنُ,V,ءَامَنَ,امن
2,9,وا@,PRON,,
2,9,وَ,REM,,
2,9,مَا,NEG,مَا,
2,9,يَخْدَعُ,V,يَخْدَعُ,خدع
2,9,ونَ,PRON,,
2,9,إِلَّا^,RES,إِلَّا,
2,9,أَنفُسَ,N,نَفْس,نفس
2,9,هُمْ,PRON,,
2,9,وَ,CIRC,,
2,9,مَا,NEG,مَا,
2,9,يَشْعُرُ,V,يَشْعُرُ,شعر
2,9,ونَ,PRON,,
2,10,فِى,P,فِى,
2,10,قُلُوبِ,N,قَلْب,قلب
2,10,هِم,PRON,,
2,10,مَّرَضٌ,N,مَّرَض,مرض
2,10,فَ,REM,,
2,10,زَادَ,V,زَادَ,زيد
2,10,هُمُ,PRON,,
2,10,ٱللَّهُ,PN,ٱللَّه,اله
2,10,مَرَضًا,N,مَّرَض,مرض
2,10,وَ,REM,,
2,10,لَ,P,,
2,10,هُمْ,PRON,,
2,10,عَذَابٌ,N,عَذَاب,عذب
2,10,أَلِيمٌ[,ADJ,أَلِيم,الم
2,10,بِ,P,,
2,10,مَا,REL,مَا,
2,10,كَانُ,V,كَانَ,كون
2,10,وا@,PRON,,
2,10,يَكْذِبُ,V,كَذَبَ,كذب
2,10,ونَ,PRON,,
2,11,وَ,REM,,
2,11,إِذَا,T,إِذَا,
2,11,قِيلَ,V,قَالَ,قول
2,11,لَ,P,,
2,11,هُمْ,PRON,,
2,11,لَا,PRO,لَا,
2,11,تُفْسِدُ,V,أَفْسَدُ,فسد
2,11,وا@,PRON,,
2,11,فِى,P,فِى,
2,11,ٱلْ,DET,,
2,11,أَرْضِ,N,أَرْض,ارض
2,11,قَالُ,V,قَالَ,قول
2,11,و^ا@,PRON,,
2,11,إِنَّ,ACC,إِنّ,
2,11,مَا,PREV,مَا,
2,11,نَحْنُ,PRON,,
2,11,مُصْلِحُونَ,N,مُصْلِح,صلح
2,12,أَلَا^,INC,أَلَا^,
2,12,إِنَّ,ACC,إِنّ,
2,12,هُمْ,PRON,,
2,12,هُمُ,PRON,,
2,12,ٱلْ,DET,,
2,12,مُفْسِدُونَ,N,مُفْسِد,فسد
2,12,وَ,SUP,,
2,12,لَٰكِن,AMD,لَٰكِن,
2,12,لَّا,NEG,لَا,
2,12,يَشْعُرُ,V,يَشْعُرُ,شعر
2,12,ونَ,PRON,,
2,13,وَ,CONJ,,
2,13,إِذَا,T,إِذَا,
2,13,قِيلَ,V,قَالَ,قول
2,13,لَ,P,,
2,13,هُمْ,PRON,,
2,13,ءَامِنُ,V,ءَامَنَ,امن
2,13,وا@,PRON,,
2,13,كَ,P,,
2,13,مَا^,SUB,مَا,
2,13,ءَامَنَ,V,ءَامَنَ,امن
2,13,ٱل,DET,,
2,13,نَّاسُ,N,نَّاس,نوس
2,13,قَالُ,V,قَالَ,قول
2,13,و^ا@,PRON,,
2,13,أَ,INTG,,
2,13,نُؤْمِنُ,V,ءَامَنَ,امن
2,13,كَ,P,,
2,13,مَا^,SUB,مَا,
2,13,ءَامَنَ,V,ءَامَنَ,امن
2,13,ٱل,DET,,
2,13,سُّفَهَا^ءُ,N,سَفِيه,سفه
2,13,أَلَا^,INC,أَلَا^,
2,13,إِنَّ,ACC,إِنّ,
2,13,هُمْ,PRON,,
2,13,هُمُ,PRON,,
2,13,ٱل,DET,,
2,13,سُّفَهَا^ءُ,N,سَفِيه,سفه
2,13,وَ,SUP,,
2,13,لَٰكِن,AMD,لَٰكِن,
2,13,لَّا,NEG,لَا,
2,13,يَعْلَمُ,V,عَلِمَ,علم
2,13,ونَ,PRON,,
2,14,وَ,CONJ,,
2,14,إِذَا,T,إِذَا,
2,14,لَقُ,V,لَقُ,لقي
2,14,وا@,PRON,,
2,14,ٱلَّذِينَ,REL,ٱلَّذِى,
2,14,ءَامَنُ,V,ءَامَنَ,امن
2,14,وا@,PRON,,
2,14,قَالُ,V,قَالَ,قول
2,14,و^ا@,PRON,,
2,14,ءَامَ,V,ءَامَنَ,امن
2,14,نَّا,PRON,,
2,14,وَ,CONJ,,
2,14,إِذَا,T,إِذَا,
2,14,خَلَ,V,خَلَا,خلو
2,14,وْا@,PRON,,
2,14,إِلَىٰ,P,إِلَىٰ,
2,14,شَيَٰطِينِ,N,شَيْطَٰن,شطن
2,14,هِمْ,PRON,,
2,14,قَالُ,V,قَالَ,قول
2,14,و^ا@,PRON,,
2,14,إِنَّ,ACC,إِنّ,
2,14,ا,PRON,,
2,14,مَعَ,LOC,مَع,
2,14,كُمْ,PRON,,
2,14,إِنَّ,ACC,إِنّ,
2,14,مَا,PREV,مَا,
2,14,نَحْنُ,PRON,,
2,14,مُسْتَهْزِءُونَ,N,مُسْتَهْزِءُون,هزا
2,15,ٱللَّهُ,PN,ٱللَّه,اله
2,15,يَسْتَهْزِئُ,V,ٱسْتُهْزِئَ,هزا
2,15,بِ,P,,
2,15,هِمْ,PRON,,
2,15,وَ,CONJ,,
2,15,يَمُدُّ,V,مَدَّ,مدد
2,15,هُمْ,PRON,,
2,15,فِى,P,فِى,
2,15,طُغْيَٰنِ,N,طُغْيَٰن,طغي
2,15,هِمْ,PRON,,
2,15,يَعْمَهُ,V,يَعْمَهُ,عمه
2,15,ونَ,PRON,,
2,16,أُو@لَٰ^ئِكَ,DEM,أُولَٰ^ئِك,
2,16,ٱلَّذِينَ,REL,ٱلَّذِى,
2,16,ٱشْتَرَ,V,ٱشْتَرَىٰ,شري
2,16,وُا@,PRON,,
2,16,ٱل,DET,,
2,16,ضَّلَٰلَةَ,N,ضَلَٰلَة,ضلل
2,16,بِ,P,,
2,16,ٱلْ,DET,,
2,16,هُدَىٰ,N,هُدًى,هدي
2,16,فَ,REM,,
2,16,مَا,NEG,مَا,
2,16,رَبِحَت,V,رَبِحَت,ربح
2,16,تِّجَٰرَتُ,N,تِجَٰرَة,تجر
2,16,هُمْ,PRON,,
2,16,وَ,CONJ,,
2,16,مَا,NEG,مَا,
2,16,كَانُ,V,كَانَ,كون
2,16,وا@,PRON,,
2,16,مُهْتَدِينَ,N,مُّهْتَدُون,هدي
2,17,مَثَلُ,N,مَثَل,مثل
2,17,هُمْ,PRON,,
2,17,كَ,P,,
2,17,مَثَلِ,N,مَثَل,مثل
2,17,ٱلَّذِى,REL,ٱلَّذِى,
2,17,ٱسْتَوْقَدَ,V,ٱسْتَوْقَدَ,وقد
2,17,نَارًا,N,نَار,نور
2,17,فَ,REM,,
2,17,لَمَّا^,T,لَمَّا,
2,17,أَضَا^ءَتْ,V,أَضَا^ءَ,ضوا
2,17,مَا,REL,مَا,
2,17,حَوْلَ,LOC,حَوْل,حول
2,17,"هُ,",PRON,,
2,17,ذَهَبَ,V,ذَهَبَ,ذهب
2,17,ٱللَّهُ,PN,ٱللَّه,اله
2,17,بِ,P,,
2,17,نُورِ,N,نُور,نور
2,17,هِمْ,PRON,,
2,17,وَ,CONJ,,
2,17,تَرَكَ,V,تَرَكَ,ترك
2,17,هُمْ,PRON,,
2,17,فِى,P,فِى,
2,17,ظُلُمَٰتٍ,N,ظُلُمَٰت,ظلم
2,17,لَّا,NEG,لَا,
2,17,يُبْصِرُ,V,أَبْصَرَ,بصر
2,17,ونَ,PRON,,
2,18,صُمٌّ[,N,أَصَمّ,صمم
2,18,بُكْمٌ,N,أَبْكَم,بكم
2,18,عُمْىٌ,N,أَعْمَىٰ,عمي
2,18,فَ,CONJ,,
2,18,هُمْ,PRON,,
2,18,لَا,NEG,لَا,
2,18,يَرْجِعُ,V,رَجَعَ,رجع
2,18,ونَ,PRON,,
2,19,أَوْ,CONJ,أَو,
2,19,كَ,P,,
2,19,صَيِّبٍ,N,صَيِّب,صوب
2,19,مِّنَ,P,مِن,
2,19,ٱل,DET,,
2,19,سَّمَا^ءِ,N,سَمَا^ء,سمو
2,19,فِي,P,فِى,
2,19,هِ,PRON,,
2,19,ظُلُمَٰتٌ,N,ظُلُمَٰت,ظلم
2,19,وَ,CONJ,,
2,19,رَعْدٌ,N,رَعْد,رعد
2,19,وَ,CONJ,,
2,19,بَرْقٌ,N,بَرْق,برق
2,19,يَجْعَلُ,V,جَعَلَ,جعل
2,19,ونَ,PRON,,
2,19,أَصَٰبِعَ,N,أَصَٰبِع,صبع
2,19,هُمْ,PRON,,
2,19,فِى^,P,فِى,
2,19,ءَاذَانِ,N,أُذُنٌ,اذن
2,19,هِم,PRON,,
2,19,مِّنَ,P,مِن,
2,19,ٱل,DET,,
2,19,صَّوَٰعِقِ,N,صَاعِقَة,صعق
2,19,حَذَرَ,N,حَذَر,حذر
2,19,ٱلْ,DET,,
2,19,مَوْتِ,N,مَوْت,موت
2,19,وَ,REM,,
2,19,ٱللَّهُ,PN,ٱللَّه,اله
2,19,مُحِيطٌ[,N,مُحِيط,حوط
2,19,بِ,P,,
2,19,ٱلْ,DET,,
2,19,كَٰفِرِينَ,N,كَٰفِرُون,كفر
2,20,يَكَادُ,V,كَادَ,كود
2,20,ٱلْ,DET,,
2,20,بَرْقُ,N,بَرْق,برق
2,20,يَخْطَفُ,V,خَطِفَ,خطف
2,20,أَبْصَٰرَ,N,بَصَر,بصر
2,20,هُمْ,PRON,,
2,20,كُلَّمَا^,T,كُلَّمَا,كلل
2,20,أَضَا^ءَ,V,أَضَا^ءَ,ضوا
2,20,لَ,P,,
2,20,هُم,PRON,,
2,20,مَّشَ,V,مَّشَ,مشي
2,20,وْا@,PRON,,
2,20,فِي,P,فِى,
2,20,هِ,PRON,,
2,20,وَ,REM,,
2,20,إِذَا^,T,إِذَا,
2,20,أَظْلَمَ,V,أَظْلَمَ,ظلم
2,20,عَلَيْ,P,عَلَىٰ,
2,20,هِمْ,PRON,,
2,20,قَامُ,V,قَامَ,قوم
2,20,وا@,PRON,,
2,20,وَ,REM,,
2,20,لَوْ,COND,لَو,
2,20,شَا^ءَ,V,شَا^ءَ,شيا
2,20,ٱللَّهُ,PN,ٱللَّه,اله
2,20,لَ,EMPH,,
2,20,ذَهَبَ,V,ذَهَبَ,ذهب
2,20,بِ,P,,
2,20,سَمْعِ,N,سَمْع,سمع
2,20,هِمْ,PRON,,
2,20,وَ,CONJ,,
2,20,أَبْصَٰرِ,N,بَصَر,بصر
2,20,هِمْ,PRON,,
2,20,إِنَّ,ACC,إِنّ,
2,20,ٱللَّهَ,PN,ٱللَّه,اله
2,20,عَلَىٰ,P,عَلَىٰ,
2,20,كُلِّ,N,كُلّ,كلل
2,20,شَىْءٍ,N,شَىْء,شيا
2,20,قَدِيرٌ,N,قَدِير,قدر
2,21,يَٰ^,VOC,,
2,21,أَيُّهَا,N,أَيُّهَا,
2,21,ٱل,DET,,
2,21,نَّاسُ,N,نَّاس,نوس
2,21,ٱعْبُدُ,V,عَبَدَ,عبد
2,21,وا@,PRON,,
2,21,رَبَّ,N,رَبّ,ربب
2,21,كُمُ,PRON,,
2,21,ٱلَّذِى,REL,ٱلَّذِى,
2,21,خَلَقَ,V,خَلَقَ,خلق
2,21,كُمْ,PRON,,
2,21,وَ,CONJ,,
2,21,ٱلَّذِينَ,REL,ٱلَّذِى,
2,21,مِن,P,مِن,
2,21,قَبْلِ,N,قَبْل,قبل
2,21,كُمْ,PRON,,
2,21,لَعَلَّ,ACC,لَعَلّ,
2,21,كُمْ,PRON,,
2,21,تَتَّقُ,V,ٱتَّقَىٰ,وقي
2,21,ونَ,PRON,,
2,22,ٱلَّذِى,REL,ٱلَّذِى,
2,22,جَعَلَ,V,جَعَلَ,جعل
2,22,لَ,P,,
2,22,كُمُ,PRON,,
2,22,ٱلْ,DET,,
2,22,أَرْضَ,N,أَرْض,ارض
2,22,فِرَٰشًا,N,فِرَٰش,فرش
2,22,وَ,CONJ,,
2,22,ٱل,DET,,
2,22,سَّمَا^ءَ,N,سَمَا^ء,سمو
2,22,بِنَا^ءً,N,بِنَا^ء,بني
2,22,وَ,CONJ,,
2,22,أَنزَلَ,V,أَنزَلَ,نزل
2,22,مِنَ,P,مِن,
2,22,ٱل,DET,,
2,22,سَّمَا^ءِ,N,سَمَا^ء,سمو
2,22,مَا^ءً,N,مَا^ء,موه
2,22,فَ,CONJ,,
2,22,أَخْرَجَ,V,أَخْرَجَ,خرج
2,22,بِ,P,,
2,22,هِ.,PRON,,
2,22,مِنَ,P,مِن,
2,22,ٱل,DET,,
2,22,ثَّمَرَٰتِ,N,ثَمَرَٰت,ثمر
2,22,رِزْقًا,N,رِزْق,رزق
2,22,لَّ,P,,
2,22,كُمْ,PRON,,
2,22,فَ,REM,,
2,22,لَا,PRO,لَا,
2,22,تَجْعَلُ,V,جَعَلَ,جعل
2,22,وا@,PRON,,
2,22,لِ,P,,
2,22,لَّهِ,PN,ٱللَّه,اله
2,22,أَندَادًا,N,أَندَاد,ندد
2,22,وَ,CIRC,,
2,22,أَنتُمْ,PRON,,
2,22,تَعْلَمُ,V,عَلِمَ,علم
2,22,ونَ,PRON,,
2,23,وَ,REM,,
2,23,إِن,COND,إِن,
2,23,كُن,V,كَانَ,كون
2,23,تُمْ,PRON,,
2,23,فِى,P,فِى,
2,23,رَيْبٍ,N,رَيْب,ريب
2,23,مِّ,P,مِن,
2,23,مَّا,REL,مَا,
2,23,نَزَّلْ,V,نَزَّلَ,نزل
2,23,نَا,PRON,,
2,23,عَلَىٰ,P,عَلَىٰ,
2,23,عَبْدِ,N,عَبْد,عبد
2,23,نَا,PRON,,
2,23,فَ,RSLT,,
2,23,أْتُ,V,أَتَى,اتي
2,23,وا@,PRON,,
2,23,بِ,P,,
2,23,سُورَةٍ,N,سُورَة,سور
2,23,مِّن,P,مِن,
2,23,مِّثْلِ,N,مِثْل,مثل
2,23,هِ.,PRON,,
2,23,وَ,CONJ,,
2,23,ٱدْعُ,V,دَعَا,دعو
2,23,وا@,PRON,,
2,23,شُهَدَا^ءَ,N,شَهِيد,شهد
2,23,كُم,PRON,,
2,23,مِّن,P,مِن,
2,23,دُونِ,N,دُون,دون
2,23,ٱللَّهِ,PN,ٱللَّه,اله
2,23,إِن,COND,إِن,
2,23,كُن,V,كَانَ,كون
2,23,تُمْ,PRON,,
2,23,صَٰدِقِينَ,N,صَادِق,صدق
2,24,فَ,REM,,
2,24,إِن,COND,إِن,
2,24,لَّمْ,NEG,لَم,
2,24,تَفْعَلُ,V,فَعَلَ,فعل
2,24,وا@,PRON,,
2,24,وَ,REM,,
2,24,لَن,NEG,لَن,
2,24,تَفْعَلُ,V,فَعَلَ,فعل
2,24,وا@,PRON,,
2,24,فَ,RSLT,,
2,24,ٱتَّقُ,V,ٱتَّقَىٰ,وقي
2,24,وا@,PRON,,
2,24,ٱل,DET,,
2,24,نَّارَ,N,نَار,نور
2,24,ٱلَّتِى,REL,ٱلَّذِى,
2,24,وَقُودُ,N,وَقُود,وقد
2,24,هَا,PRON,,
2,24,ٱل,DET,,
2,24,نَّاسُ,N,نَّاس,نوس
2,24,وَ,CONJ,,
2,24,ٱلْ,DET,,
2,24,حِجَارَةُ,N,حِجَارَة,حجر
2,24,أُعِدَّتْ,V,أَعَدَّ,عدد
2,24,لِ,P,,
2,24,لْ,DET,,
2,24,كَٰفِرِينَ,N,كَٰفِرُون,كفر
2,25,وَ,REM,,
2,25,بَشِّرِ,V,بُشِّرَ,بشر
2,25,ٱلَّذِينَ,REL,ٱلَّذِى,
2,25,ءَامَنُ,V,ءَامَنَ,امن
2,25,وا@,PRON,,
2,25,وَ,CONJ,,
2,25,عَمِلُ,V,عَمِلَ,عمل
2,25,وا@,PRON,,
2,25,ٱل,DET,,
2,25,صَّٰلِحَٰتِ,N,صَّٰلِحَٰت,صلح
2,25,أَنَّ,ACC,أَنّ,
2,25,لَ,P,,
2,25,هُمْ,PRON,,
2,25,جَنَّٰتٍ,N,جَنَّة,جنن
2,25,تَجْرِى,V,جَرَيْ,جري
2,25,مِن,P,مِن,
2,25,تَحْتِ,N,تَحْت,تحت
2,25,هَا,PRON,,
2,25,ٱلْ,DET,,
2,25,أَنْهَٰرُ,N,نَهَر,نهر
2,25,كُلَّمَا,T,كُلَّمَا,كلل
2,25,رُزِقُ,V,رَزَقَ,رزق
2,25,وا@,PRON,,
2,25,مِنْ,P,مِن,
2,25,هَا,PRON,,
2,25,مِن,P,مِن,
2,25,ثَمَرَةٍ,N,ثَمَرَة,ثمر
2,25,رِّزْقًا,N,رِزْق,رزق
2,25,قَالُ,V,قَالَ,قول
2,25,وا@,PRON,,
2,25,هَٰذَا,DEM,هَٰذَا,
2,25,ٱلَّذِى,REL,ٱلَّذِى,
2,25,رُزِقْ,V,رَزَقَ,رزق
2,25,نَا,PRON,,
2,25,مِن,P,مِن,
2,25,قَبْلُ,N,قَبْل,قبل
2,25,وَ,REM,,
2,25,أُتُ,V,أَتَى,اتي
2,25,وا@,PRON,,
2,25,بِ,P,,
2,25,هِ.,PRON,,
2,25,مُتَشَٰبِهًا,N,مُتَشَٰبِه,شبه
2,25,وَ,REM,,
2,25,لَ,P,,
2,25,هُمْ,PRON,,
2,25,فِي,P,فِى,
2,25,هَا^,PRON,,
2,25,أَزْوَٰجٌ,N,زَوْج,زوج
2,25,مُّطَهَّرَةٌ,ADJ,مُّطَهَّرَة,طهر
2,25,وَ,CIRC,,
2,25,هُمْ,PRON,,
2,25,فِي,P,فِى,
2,25,هَا,PRON,,
2,25,خَٰلِدُونَ,N,خَٰلِد,خلد
2,26,إِنَّ,ACC,إِنّ,
2,26,ٱللَّهَ,PN,ٱللَّه,اله
2,26,لَا,NEG,لَا,
2,26,يَسْتَحْىِ.^,V,يَسْتَحْىِ.^,حيي
2,26,أَن,SUB,أَن,
2,26,يَضْرِبَ,V,ضَرَبَ,ضرب
2,26,مَثَلًا,N,مَثَل,مثل
2,26,مَّا,SUP,مَا,
2,26,بَعُوضَةً,N,بَعُوضَة,بعض
2,26,فَ,CONJ,,
2,26,مَا,REL,مَا,
2,26,فَوْقَ,LOC,فَوْق,فوق
2,26,هَا,PRON,,
2,26,فَ,REM,,
2,26,أَمَّا,EXL,أَمَّا,
2,26,ٱلَّذِينَ,COND,ٱلَّذِى,
2,26,ءَامَنُ,V,ءَامَنَ,امن
2,26,وا@,PRON,,
2,26,فَ,RSLT,,
2,26,يَعْلَمُ,V,عَلِمَ,علم
2,26,ونَ,PRON,,
2,26,أَنَّ,ACC,أَنّ,
2,26,هُ,PRON,,
2,26,ٱلْ,DET,,
2,26,حَقُّ,N,حَقّ,حقق
2,26,مِن,P,مِن,
2,26,رَّبِّ,N,رَبّ,ربب
2,26,هِمْ,PRON,,
2,26,وَ,CONJ,,
2,26,أَمَّا,EXL,أَمَّا,
2,26,ٱلَّذِينَ,COND,ٱلَّذِى,
2,26,كَفَرُ,V,كَفَرَ,كفر
2,26,وا@,PRON,,
2,26,فَ,RSLT,,
2,26,يَقُولُ,V,قَالَ,قول
2,26,ونَ,PRON,,
2,26,مَاذَا^,INTG,مَاذَا,
2,26,أَرَادَ,V,أَرَادَ,رود
2,26,ٱللَّهُ,PN,ٱللَّه,اله
2,26,بِ,P,,
2,26,هَٰذَا,DEM,هَٰذَا,
2,26,مَثَلًا,N,مَثَل,مثل
2,26,يُضِلُّ,V,أَضَلَّ,ضلل
2,26,بِ,P,,
2,26,هِ.,PRON,,
2,26,كَثِيرًا,N,كَثِير,كثر
2,26,وَ,CONJ,,
2,26,يَهْدِى,V,هَدَى,هدي
2,26,بِ,P,,
2,26,هِ.,PRON,,
2,26,كَثِيرًا,N,كَثِير,كثر
2,26,وَ,REM,,
2,26,مَا,NEG,مَا,
2,26,يُضِلُّ,V,أَضَلَّ,ضلل
2,26,بِ,P,,
2,26,هِ.^,PRON,,
2,26,إِلَّا,RES,إِلَّا,
2,26,ٱلْ,DET,,
2,26,فَٰسِقِينَ,N,فَاسِق,فسق
2,27,ٱلَّذِينَ,REL,ٱلَّذِى,
2,27,يَنقُضُ,V,نَقَضَتْ,نقض
2,27,ونَ,PRON,,
2,27,عَهْدَ,N,عَهْد,عهد
2,27,ٱللَّهِ,PN,ٱللَّه,اله
2,27,مِن[,P,مِن,
2,27,بَعْدِ,N,بَعْد,بعد
2,27,مِيثَٰقِ,N,مِّيثَٰق,وثق
2,27,هِ.,PRON,,
2,27,وَ,CONJ,,
2,27,يَقْطَعُ,V,قُطِعَ,قطع
2,27,ونَ,PRON,,
2,27,مَا^,REL,مَا,
2,27,أَمَرَ,V,أَمَرَ,امر
